Product_Name,Link,Rating,Reviews,Price
"itel A50|6.6"" HD+ Display with Dynamic Bar| 3GB RAM +64GB ROM, Upto 8GB RAM with Memory Fusion|Octacore Processor|8MP AI Dual Rear Cam|5000 mAh Battery | Misty Black",https://www.amazon.in/Display-Dynamic-Octacore-Processor-Battery/dp/B0DBHYQ65L/ref=sr_1_10?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-10,3.9 out of 5 stars,16,"5,999"
Apple iPhone 15 (128 GB) - Black,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzgxMzc2MDM5MTkwMjMzOjE3MjY2ODc4ODc6c3BfbXRmOjMwMDA1NzU5NDUzNzczMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687887%26sprefix%3D%252Caps%252C228%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,"2,181","69,900"
Apple iPhone 14 (128 GB) - Midnight,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzgxMzc2MDM5MTkwMjMzOjE3MjY2ODc4ODc6c3BfbXRmOjIwMTExMjExMjQ3OTk4OjowOjo&url=%2FApple-iPhone-14-128GB-Midnight%2Fdp%2FB0BDHX8Z63%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687887%26sprefix%3D%252Caps%252C228%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,"5,533","59,900"
"Samsung Galaxy M14 4G (Sapphire Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger",https://www.amazon.in/Samsung-Sapphire-Snapdragon-Processor-Security/dp/B0CV7KZLL4/ref=sr_1_13?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-13,3.9 out of 5 stars,215,"8,368"
"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D945V84N/ref=sr_1_14?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-14,3.9 out of 5 stars,153,"7,498"
"Redmi 13C (Stardust Black, 4GB RAM, 128GB Storage) | Powered by 4G Mediatek Helio G85 | 90Hz Display | 50MP AI Triple Camera",https://www.amazon.in/Stardust-Storage-Powered-Mediatek-Display/dp/B0CMTTRN8M/ref=sr_1_15?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-15,4.1 out of 5 stars,"7,472",
"Samsung Galaxy F15 5G (Ash Black, 6GB RAM, 128 GB Storage)",https://www.amazon.in/Samsung-Galaxy-F15-Black-Storage/dp/B0CY8FR4R7/ref=sr_1_16?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-16,3.8 out of 5 stars,247,"13,195"
"vivo Y18i (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger",https://www.amazon.in/Storage-Additional-Exchange-Without-Charger/dp/B07WHQZ93Z/ref=sr_1_17?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-17,2.6 out of 5 stars,13,"7,999"
POCO C61 Diamond Dust Black 4GB RAM 64GB ROM,https://www.amazon.in/POCO-Diamond-Dust-Black-64GB/dp/B0CYBBB82G/ref=sr_1_18?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-18,3.2 out of 5 stars,14,"6,298"
"OnePlus Nord CE 3 Lite 5G (Pastel Lime, 8GB RAM, 128GB Storage)",https://www.amazon.in/OnePlus-Nord-Pastel-128GB-Storage/dp/B0BY8JZ22K/ref=sr_1_19?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-19,4.2 out of 5 stars,"50,084","16,548"
"Samsung Galaxy M14 4G (Arctic Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger",https://www.amazon.in/Samsung-5000mAh-Snapdragon-Processor-Security/dp/B0CV78R7FL/ref=sr_1_20?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0&dib_tag=se&keywords=smartphone&qid=1726687887&sprefix=%2Caps%2C228&sr=8-20,3.8 out of 5 stars,324,"8,340"
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzgxMzc2MDM5MTkwMjMzOjE3MjY2ODc4ODc6c3BfYnRmOjMwMDExODY0MzIwMjkzMjo6MDo6&url=%2FRedmi-Storage-Bezel-Less-Slimmest-Pro-Grade%2Fdp%2FB0CQPGG8KG%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687887%26sprefix%3D%252Caps%252C228%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,3.7 out of 5 stars,"4,902","16,998"
Apple iPhone 15 Pro (128 GB) - Natural Titanium,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozNzgxMzc2MDM5MTkwMjMzOjE3MjY2ODc4ODc6c3BfYnRmOjMwMDA1NzU5NDUzOTMzMjo6MDo6&url=%2FApple-iPhone-15-Pro-128%2Fdp%2FB0CHX7J4TL%2Fref%3Dsr_1_22_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIg1jMcjIm51cPdE4xbbGZYLXB2JWX8RZtHq4WpSYXElrb3vNQExZBD-IvjvHiueE_O3iHpFGL0ZVm05NZxm3FP_gppDpxeI-3zd_wl6lYbVE0.pu7rBUVM4f3hu1m7RV6srpUIKsZGuOmUfTgobLewAB0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687887%26sprefix%3D%252Caps%252C228%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,4.3 out of 5 stars,328,"1,24,200"
"Samsung Galaxy Z Fold6 5G AI Smartphone (Silver Shadow, 12GB RAM, 1TB Storage)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA5MDI1OTEwNzM0NjkzOjE3MjY2ODc4ODk6c3BfYXRmOjMwMDI1MDAwNDQ0NjQzMjo6MDo6&url=%2FSamsung-Galaxy-Smartphone-Silver-Storage%2Fdp%2FB0D83YD1TF%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687889%26sprefix%3D%252Caps%252C228%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,4.5 out of 5 stars,53,"2,00,998"
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA5MDI1OTEwNzM0NjkzOjE3MjY2ODc4ODk6c3BfYXRmOjIwMTE2MjE3NjQzMzk4OjowOjo&url=%2FSamsung-Galaxy-Ultra-Green-Storage%2Fdp%2FB0BT9CXXXX%2Fref%3Dsr_1_2_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687889%26sprefix%3D%252Caps%252C228%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,4.5 out of 5 stars,"1,381","79,999"
"Redmi 13C (Starfrost White, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera",https://www.amazon.in/Starfrost-Storage-Powered-MediaTek-Display/dp/B0CMTX362W/ref=sr_1_3?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-3,4.1 out of 5 stars,"7,472","8,498"
"Redmi 13C (Starfrost White, 4GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera",https://www.amazon.in/Starfrost-Storage-Powered-MediaTek-Display/dp/B0CMTY5P4V/ref=sr_1_4?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-4,4.1 out of 5 stars,"7,472","7,698"
"Redmi 13C (Starshine Green, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera",https://www.amazon.in/Starshine-Storage-Powered-MediaTek-Display/dp/B0CMTWJ5RV/ref=sr_1_5?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-5,4.1 out of 5 stars,"7,472","8,498"
POCO C65 (Pastel Blue 4GB RAM 128GB Storage),https://www.amazon.in/POCO-C65-Pastel-Blue-128GB/dp/B0CQG4RX37/ref=sr_1_6?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-6,4.0 out of 5 stars,"2,210","6,799"
"iQOO Z9 Lite 5G (Mocha Brown, 4GB RAM, 128GB Storage) | Dimensity 6300 5G | 50MP Sony AI Camera | Charger in The Box",https://www.amazon.in/iQOO-Storage-Dimensity-Camera-Charger/dp/B07WFPLL2H/ref=sr_1_7?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-7,4.0 out of 5 stars,803,"10,499"
"realme NARZO N61 (Voyage Blue,6GB RAM+128GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D947DTLT/ref=sr_1_8?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-8,3.9 out of 5 stars,153,"8,498"
"Redmi 13C 5G (Startrail Green, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display",https://www.amazon.in/Redmi-Startrail-Storage-MediaTek-Dimensity/dp/B0CNX6WVG5/ref=sr_1_9?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-9,4.0 out of 5 stars,"7,517","9,199"
"itel A50|6.6"" HD+ Display with Dynamic Bar| 3GB RAM +64GB ROM, Upto 8GB RAM with Memory Fusion|Octacore Processor|8MP AI Dual Rear Cam|5000 mAh Battery | Misty Black",https://www.amazon.in/Display-Dynamic-Octacore-Processor-Battery/dp/B0DBHYQ65L/ref=sr_1_10?crid=3GK5FSN2G3LR9&dib=eyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0&dib_tag=se&keywords=smartphone&qid=1726687889&sprefix=%2Caps%2C228&sr=8-10,3.9 out of 5 stars,16,"5,999"
Apple iPhone 15 (128 GB) - Blue,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA5MDI1OTEwNzM0NjkzOjE3MjY2ODc4ODk6c3BfbXRmOjMwMDA1NzU5NDUzNzUzMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX2F5QT%2Fref%3Dsr_1_11_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687889%26sprefix%3D%252Caps%252C228%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.5 out of 5 stars,"2,181","69,900"
"Redmi Note 13 5G (Arctic White, 6GB RAM, 128GB Storage) | 5G Ready | 120Hz Bezel-Less AMOLED | 7.mm Slimmest Note Ever | 108MP Pro-Grade Camera",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MzA5MDI1OTEwNzM0NjkzOjE3MjY2ODc4ODk6c3BfbXRmOjMwMDExODY0MzIwMjkzMjo6MDo6&url=%2FRedmi-Storage-Bezel-Less-Slimmest-Pro-Grade%2Fdp%2FB0CQPGG8KG%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3GK5FSN2G3LR9%26dib%3DeyJ2IjoiMSJ9.fBoT9YHOu7XyDgLwb7un44oBM4FWwnKGWoqj289e4KKlpoaB7XQhiPUHsC08Q6UM6CEiFPv0XCXEI6p-e-sfoLB0tXslt1rj1J2p8v-_stadrf2hA_SBgprByTcJ8nIgb_rJ4ayxto7xTWPisbuxPgJ50xdzPs7e95r4ZXc8B3gqPNhKYJ2fuSGHRlDC5f34fJlVmw7JcqwC0RVr0pKU1cCWfpJoyS_SVyTq5BxyBbg.BTb4j0uAdWpJyrXeHyPwr_UKyNNOS4ESozo1CEW8UP0%26dib_tag%3Dse%26keywords%3Dsmartphone%26qid%3D1726687889%26sprefix%3D%252Caps%252C228%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.7 out of 5 stars,"4,902","16,998"
